texts,LN1,LN2,LN3,LN4,LN5,LN6,LN7,LN8,LN9,LN10,sentence_index
中国银行湖北省分行、信达武汉办、高士通公司、四方公司也已就该债权转让行为向南极峰公司和武湖农场履行了通知义务。,1,0,0,0,0,0,0,0,0,0,5625
借款合同和保证合同签订后，主债务人雷云公司未按合同约定履行还款义务，保证人也未履行连带赔偿义务，原告即向法院主张其权利。,0,0,1,0,0,0,0,0,0,1,4591
随后，中国东方资产管理公司大连办事处将该债权转让给大连德泰控股有限公司。,1,0,0,0,0,0,0,0,0,0,1752
一、被告广西某某浦北塑料包装联营厂偿还原告借款本金6710000元及利息916770.10元（截止2000年6月20日）；,0,0,0,0,1,0,0,0,1,0,3374
其后，招行北京分行向武小萌邮寄了《债权转让通知函》。,1,0,0,0,0,0,0,0,0,0,5944
2015年9月5日，被告刘利平、王碎琴与中国银行瓯海支行签订温OH2015保字12035号《最高额保证合同》，合同约定：本合同的主合同为中国银行瓯海支行与被告温州怡美莲鞋业有限公司之间自2015年9月5日起至2017年9月5日止签署的借款及其他授信合同及其修订或补充；,0,0,0,0,0,0,0,0,0,1,950
综上，依照《中华人民共和国合同法》第八条、第八十条、第八十一条、第一百零七条，《中华人民共和国担保法》第十八条、第三十三条、第四十一条、第五十三条，《中华人民共和国物权法》第一百七十八条、第二百零三条、第二百零四条，《中华人民共和国民事诉讼法》第一百四十二条的规定，判决如下：,0,0,0,0,0,0,0,0,0,0,6595
2014年12月23日商丘市华商农村商业银行股份有限公司将不良贷款打包拍卖，商丘市华商农村商业银行把对被告的债权转让给孙某甲，该债权转让经商丘日报公告。,1,0,0,0,0,0,0,0,0,0,1415
清单中列明了债务人名称为被告鄄城五金交电，本金为275.5万元，截止至2012年4月20日的利息为4226788.95元。,0,1,0,0,0,1,0,0,0,0,4925
七、由被告永康市高尔美工贸有限公司支付原告浙江保润资产管理有限公司为本案诉讼支出的代理费5万元；,0,0,0,0,0,1,0,0,0,0,2288
按照合同约定，借款人锦州市千缘燃烧设备制造有限公司应当按照约定的期限返还借款并支付利息，未按照约定的期限返还借款的，应当按照合同约定或者国家有关规定支付逾期利息。,0,0,0,0,1,1,0,0,1,0,7157
原告孙振西主张被告张林才偿还借款本金4600及利息，合法有据，本院予以支持。,0,1,0,0,1,0,0,0,1,0,1315
中行东港支行在向东方资产公司转让债权时的利息，按照合同约定计算，符合相关规定，本院予以支持。,1,0,0,0,0,0,0,0,0,0,5401
原告豫创公司向本院提出诉讼请求：1.判令解除原告与沈会峰之间的借款合同，沈会峰偿还借款本金475868.53元及利息（按借款合同约定计算，自2005年4月1日起至判决生效之日止），并承担律师费10000元；,0,1,0,0,1,0,0,0,1,0,378
综上，原审判决认定事实清楚，但适用法律错误，实体处理部分不当，本院予以纠正。,0,0,0,0,0,0,0,0,0,0,3206
重组本金的偿还安排为：2014年11月14日之前偿还本金6000万元，2015年5月14日之前偿还本金2000万元，2015年11月14日偿还本金12000万元。,0,0,0,0,1,0,0,0,0,0,6089
2012年12月27日，中国信达资产管理股份有限公司深圳市分公司与原告惠州市惠阳区重发实业发展有限公司签订编号为【（2012）转字020号】的《债权转让合同》，中国信达资产管理股份有限公司深圳市分公司将债务人为惠阳物业开发（集团）实业发展公司、担保人为惠阳物业开发（集团）公司、债务金额为2800000元的债权本息转让给原告惠州市惠阳重发实业发展有限公司。,1,0,0,0,0,0,0,0,0,0,3662
原告诉称：被告分别于1997年12月15日、1998年12月9日与中国工商银行恩平市支行（以下简称恩平市工商银行）签订了《中国工商银行人民币短期借款合同》（合同编号分别为：1997年恩工短字第D0027号、1998年恩工短字第D0015号），向恩平市工商银行共贷款2900000元，贷款期限分别自1997年12月15日至1998年8月10日止、1998年12月9日至1999年7月20日止。,0,1,1,1,0,0,0,0,0,0,394
深圳中行于1995年至2002年间多次向被告先科激光公司及被告先科集团分别发送了《逾期贷款催收通知书》。,0,0,0,0,0,0,0,1,0,0,170
2007年7月26日、2009年7月15日，中国信达资产管理公司深圳办事处在取得本案债权后两次在《南方日报》上发布《债权催收公告》，向被告五金电器一厂和五金公司催收相关的债务。,0,0,0,0,0,0,0,1,0,0,4417
1991年1月15日原安福乡经委向工商部门申请将安乡县安福乡第一砖瓦厂名称变更为现安乡县安福乡机制砖厂。,0,0,0,0,0,0,0,0,0,0,6856
被告林春平应依照约定和法律规定在其担保范围内承担连带保证责任。,0,0,0,0,0,0,1,0,0,0,5226
2013年9月24日，被告义乌市绿洲园林绿化工程有限公司与工行义乌分行签订了合同编号为2013年证字第11619号《最高额保证合同》一份，就被保证的主债权、保证方式、保证担保范围、保证期间等事项作了具体约定。,0,0,0,0,0,0,0,0,0,1,2758
乐亭县农村信用合作联社将对被告中商安燃化工有限公司享有的本金900万元及利息1390500元的到期债权转让给原告中国东方资产管理股份有限公司河北省分公司，双方签订协议并在河北经济日报刊登，故该债权转让为有效法律行为。,1,1,0,0,0,0,0,0,0,0,656
另认定，案外人浙江生活秀制衣有限公司于2011年6月9日与兴业银行黎明支行签订编号为3520113951-1号的《最高额抵押合同》，以坐落平阳县万全镇轻工基地综合园A16、A18、A19合并地块的国有土地使用权为主债务人生活秀集团在2011年6月9日至2013年6月9日期间的借款提供最高额抵押担保，抵押最高债权额为5061.2万元。,0,0,1,0,0,0,0,0,0,0,5109
2013年8月8日，被告驰伦公司与招行江滨支行签订合同编号为2013年贷字第7601130802号《借款合同》。,0,0,1,1,0,1,0,0,0,0,2815
关于华融北分公司要求李生、尹文佳承担连带清偿责任的诉讼请求。,0,0,0,1,0,0,0,0,0,0,6156
红河州建行将债权转让至信达公司后，于2004年12月3日在云南日报上发布《债权转让暨催收公告》。,1,0,0,0,0,0,0,1,0,0,4593
综上，依照《中华人民共和国合同法》第七十九条、第八十条、八十一条、《中华人民共和国担保法》第十八条、第二十一条、《中华人民共和国民法通则》第一百三十五条、最高人民法院关于适用《中华人民共和国担保法》若干问题的解释第二十八条、《中华人民共和国民事诉讼法》第一百四十四条之规定，判决如下：,0,0,0,0,0,0,0,0,0,0,1086
因此，只要商业银行不良债权的转让不在上述禁止转让的情形之列，即应当认定转让行为有效。,1,0,0,0,0,0,0,0,0,0,5389
2012年6月28日，福建省和格实业有限公司与原告莆田市融信贸易有限公司签订《债权转让协议》，约定将涉案债权转让给原告莆田市融信贸易有限公司。,1,0,0,0,0,0,0,0,0,0,3934
工业原材料公司在确认函上盖章确认其是上述借款的实际用款人，同意负责偿还；,0,0,0,0,0,0,0,0,0,0,1946
上述合同签订后，被告南方公司于2012年7月24日申请提款，广发银行依约向被告南方公司发放贷款500万元，借款期限为2012年7月24日至2013年7月24日，借款年利率7.2%。,0,1,0,1,0,1,0,0,0,0,5058
同日，东方资产大连办与大连德泰控股有限公司（以下简称德泰公司）签订了《资产转让协议》，东方资产大连办将案涉债权转让给德泰公司。,1,0,0,0,0,0,0,0,0,0,3879
第三，原审判决以我公司在《催还逾期贷款通知书》上已经签字盖章，即推定该笔贷款已经给付我公司，该推定是错误的，主要理由是：（1）我公司在银行有很多笔贷款，并且贷款时间跨度长，相关人员变动较大，对催款通知书审查不细的情况普遍存在；,0,0,0,0,0,0,0,1,0,0,2335
2、被告斗门医药公司对被告明珠保健厂的债务承担连带清偿责任；,0,0,0,0,0,0,1,0,0,0,5749
贷款发放情况：2015年7月14日，工行义乌分行向义乌福斯特工艺公司发放贷款1648万元，借据号为2015年借字002408号，约定还款日2016年7月13日。,0,1,0,1,0,1,0,0,0,0,2964
2016年3月29日，郏县支行作为转让方与城建投资公司（受让方）签订了《委托资产分户转让协议》，郏县支行将环保局欠其借款的债权及其他从权利一并转让给城建投资公司。,1,0,0,0,0,0,0,0,0,0,218
其它查明事实与原审法院查明事实一致。,0,0,0,0,0,0,0,0,0,0,3551
本院认为：农信社与二被告签订的《人民币资金借款合同》和《借款抵押合同》系各方当事人的真实意思表示，不违反国家法律、行政法规的强制性规定，当为有效，各方当事人均应按照合同的约定行使权利和履行义务。,0,0,1,0,0,0,0,0,0,0,2706
长虹公司对该证据的真实性予以认可，但主张黄建开为三洲公司法定代表人、周国平为三洲公司财务科长，且长虹公司原印章由三洲公司掌控，而且从1996年长虹公司《企业年检报告书》、1994年《关于斗门县长虹瓶盖制品有限公司转让股权、扩大经营的补充合同》、1995年长虹公司《验资报告书》等均显示长虹公司与工商银行斗门支行没有借款关系，为此，本院再审认为，如本院查明事实所示，黄建开虽为三洲公司法定代表人，但他同时也是长虹公司副董事长，在长虹公司在每份借款合同及借款借据中均有盖章确认且三洲公司为长虹公司就涉案借款提供保证担保的情况下，无论黄建开在每份借款合同或借据中所盖的印章代表哪个公司，均不影响长虹公司与工商银行斗门支行之间的借款合同关系。,0,0,1,1,0,1,0,0,0,0,734
另查明，原债权人华夏银行杭州和平支行于2014年3月4日就案涉债权向本院申请实现担保物权，本院已裁定准予申请，并本院已以案号为（2014）杭上执民字第606号立案执行，申请人暂并未有受偿情况。,0,0,0,0,0,0,0,0,0,0,2842
2006年3月8日，长城公司南宁办向明星商贸公司发出《债权转让通知书》，明星商贸公司法定代表人张明星在该通知书上签字“已收到通知”，并加盖明星商贸公司公章。,1,0,0,0,0,0,0,0,0,0,4381
借款逾期后，对石排建筑公司未按时还清的借款本金和利息，按借款逾期时中国人民银行规定的逾期利率和本合同约定的结息方式计收利息和复利。,0,0,0,0,0,0,0,0,1,0,6367
2004年6月28日，建行东莞分行和中国信达资产管理公司广州办事处（已更名为中国信达资产管理股份有限公司广东省分公司，以下简称信达广东省分公司）签订《债权转让协议》，信达广东分公司依法受让涉案债权。,1,0,0,1,0,0,0,0,0,0,6345
"一、被告常州市双盛包装材料有限公司于本判决生效之日起十日内向原告清福联纵有限公司偿还欠款本金1999396.87元,支付利息并赔偿利息损失520642.94元，共计2520039.81元。",0,1,0,0,1,0,0,0,1,0,934
同时，最高人民法院《关于审理涉及金融资产管理公司收购、管理、处置国有银行不良贷款形成的资产的案件适用法律若干问题的规定》第七条规定，借款合同利息没有约定或者不明的，依照中国人民银行《人民币利率管理规定》计算利息和复息，故南阳长城集团淅川毛堂黄金有限公司还应向原告支付利息1799.3124万元。,0,0,0,0,0,0,0,0,1,0,1869
本合同对应的最高额担保合同如下：2013年余姚（抵）字0350号最高额抵押合同、2014年余姚（保）字0350-1号最高额保证合同。,0,0,0,0,0,0,0,0,0,1,4351
原借款人兴业银行温州分行与被告真奇公司签订的《流动资金借款合同》、《最高额抵押合同》，原借款人兴业银行温州分行与被告百兽公司、正大公司分别签订的《最高额保证合同》，原债权人兴业银行温州分行与被告周广楞、俞咏梅、朱梅花、朱正友分别签订的《最高额个人担保声明书》，均系当事人真实意思表示，内容合法有效，依法成立。,0,0,1,0,0,0,0,0,0,1,6174
被告长征公司、诚信公司、林振光、韦启盛、应利华作为保证人，应按各自合同约定对上述债务承担连带清偿责任，其承担担保责任后有权向被告飞跃公司追偿。,0,0,0,0,0,0,1,0,0,0,2606
根据信达公司与黄某、冯少文《债权转让合同》的附件《标的债权明细》，本案五笔借款截至2008年9月20日所产生的利息合计7565751.86元。,1,0,0,0,0,0,0,0,1,0,2241
温州春平商贸有限公司已提供金额为247万的存单作为质押，约定利息年利率为3.3%，截止汇票到期日2012年6月12日，该存单的利息为40755元。,0,0,0,0,0,0,0,0,0,0,5076
1998年12月7日，恩平市东成信用社被依法进行关闭清算，成立清算组，依法对东成信用社的资产及债权进行清算。,0,0,0,0,0,0,0,0,0,0,3459
该协议还约定，信诚和公司每次从淮化公司提货时，应提前3个工作日向广发银行武汉分行提出申请，并向被告信诚和公司在广发银行武汉分行开立的账户交存保证金或其认可的存单等有价证券作质押担保后，广发银行武汉分行才为被告信诚和公司开具《提货通知书》，信诚和公司凭且仅凭该《提货通知书》向被告淮化公司提货。,0,0,0,0,0,1,0,0,0,0,761
国春地产公司再次在该《催收贷款通知书》加盖了公司名章和法定代表人李春和名章。,0,0,0,0,0,0,0,1,0,0,4521
同年8月28日，南极峰公司与黄陂支行签订编号为武湖014、015、021号的《人民币资金借款合同》，合同约定：南极峰公司向黄陂支行借款500万元；,0,1,1,1,0,1,0,0,0,0,5635
另查明，2015年9月21日农行乐支与东方公司签订债权转让协议时，计算至2015年5月31日，被告银福公司欠原告债务本金余额为2672154.64元、利息余额为41151.18元。,1,0,0,0,0,0,0,0,0,0,5209
由于主债务人生活秀集团的破产重整尚在审理，故原告须在主债务人生活秀集团的破产清算程序终结后，对未获清偿部分要求被告陈少丰、金永凯、温州荣发公司继续在最高限额内承担连带清偿责任。,0,0,0,0,0,0,1,0,0,0,5115
2012年12月27日，被告博泰公司、叶清勇分别与招行江滨支行签订了编号为2012年保字第761203-1号、2012年保字第761203-2号《最高额不可撤销担保书》，2013年11月1日，被告星创公司与招行江滨支行签订了编号为2012年保字第761203-3号《最高额不可撤销担保书》，均自愿为被告驰伦公司与招行江滨支行签订的编号为2012年授字第761203号《授信协议》项下在2012年12月27日至2013年12月26日期间被告驰伦公司产生的所有债务提供最高额2000万元连带责任保证。,0,0,0,0,0,0,1,0,0,1,2817
币种金额人民币14820000元；,0,1,0,0,0,0,0,0,0,0,5436
依据《最高人民法院关于审理涉及金融资产管理公司收购、管理、处置国有银行不良贷款形成的资产的案件适用法律若干问题》第六条规定，原告受让招行佛山分行的涉案债权后，招行佛山分行向被告邮寄送达《债权转让通知书》，即已履行了《中华人民共和国合同法》第八十条第一款规定的通知义务，债权转让合法、有效。,1,0,0,0,0,0,0,0,0,0,197
综上，长虹公司关于其与工商银行斗门支行之间没有真实的借款关系的主张没有事实及法律依据，本院再审不予采纳。,0,0,0,1,0,1,0,0,0,0,740
中南公司未对上述证据中的印章真实性申请鉴定，二审也未就此提起上诉，本院对中南公司主张其未收到过广东发展银行发放的贷款，不予支持。,0,0,0,0,0,0,0,0,0,0,3714
为维护原告的合法权益诉至法院，请求判令：1、被告供应公司归还原告融德公司借款本金200万元及利息182.27万元。,0,1,0,0,1,0,0,0,1,0,2131
2012年11月5日，被告胡福林与建设银行瓯海支行签订6287369999201250008号《保证合同》，合同约定：被告胡福林为被告泰恒公司与建设银行瓯海支行在2012年11月5日至2015年11月4日期间签订的主合同项下的一系列债务提供最高额保证；,0,0,0,0,0,0,0,0,0,1,5969
经审理查明，2008年7月1日，大连市金州区农村信用合作联社向应信用社（以下简称农信社）与被告签订编号为（2008年）第147号《人民币资金借款合同》和《农户短期借款合同》，合同约定：被告向农信社借款3万元，期限自2008年7月1日至2009年6月20日；,0,1,1,1,0,0,0,0,0,0,3262
原告提交的借款合同、借款借据、催收通知等证据均能佐证中国工商银行斗门县支行向被告警兴斗门分厂发放借款2000000元的事实。,0,1,1,1,0,1,0,0,0,0,5285
该承诺书上盖有“东莞市石排镇建筑工程有限公司财务专用章”样式的印章。,0,0,0,0,0,0,0,0,0,0,6386
原借款人兴业银行温州分行依约已向被告真奇公司发放贷款681万元，东方公司受让原借款人兴业银行温州分行的上述债权后，以公开竞价的方式出让上述债权。,0,1,0,1,0,1,0,0,0,0,6175
综上所述，原告洞口县渣坪乡人民政府要求被告谢启伟偿还借款本金113000元及利息32636.07元的诉讼请求，本院依法予以支持。,0,1,0,1,1,0,0,1,1,0,5572
上述二份《保证协议》中李生与尹文佳的地址均为河北省石家庄市桥西区裕华西路166号联邦名都2栋2单元2202号。,0,0,0,0,0,0,0,0,0,1,6135
原告起诉请求：1.判令被告新华兴公司付还原告借款本金人民币50万元以及相应利息、罚息；,0,0,0,0,1,0,0,0,1,0,2516
2014年11月21日，信达资产公司浙江省分公司将上述债权转让事项在浙江法制报上联合发布资产转让通知的公告，但各被告至今均未向其履行还本付息义务。,1,0,0,0,0,0,0,0,0,0,1779
2014年12月，招行北京分行将武小萌的上述债权转让给了东庆资产公司，且将转让事宜按照授信协议约定的方式通知了武小萌，故本院认定东庆资产公司取得了上述债权，并对武小萌发生效力。,1,0,0,0,0,0,0,0,0,0,5950
因其经营不善无力偿还贷款，1998年该行与借款人长虹公司以及担保人三洲公司办理了理顺债权债务关系的手续，在借款合同、借据以及此后的贷款催收通知书上，借款人皆以“斗门县长虹瓶盖制品有限公司”的印章予以确认，至该行剥离该笔贷款时，均未收到该借款人名称变更以及股权变更的通知。,1,0,1,0,0,1,0,1,0,0,729
但被告陈江山承担担保责任的范围与其合同编号为3520121405-2号《最高额个人担保声明书》项下担保的其他债权合计不超过3500万元；,0,0,0,0,0,0,0,0,0,1,7091
经兴韶建材、南方水泥与韶峰集团协商确认，南方水泥安置韶峰集团842人，并自2009年9月1日起开始承担相关人员的社保及生活费用（从资产转让款中一次性抵扣9642.79万元）。,0,0,0,0,0,0,0,0,0,0,4004
故被告大兴公司应向原告学高公司偿还截止2013年3月29日借款本息，故原告主张被告偿还借款本金49万元的诉讼请求本院予以支持。,0,0,0,0,1,0,0,0,0,0,2700
8.本案诉讼费由联邦伟业公司、李生、尹文佳共同承担。,0,0,0,0,0,1,0,0,0,0,6114
2013年1月9日，联合公司在《国际旅游岛商报》刊登《债权催收公告》，对被告进行债务催收及债权转让通知。,1,0,0,0,0,0,0,1,0,0,2307
被告刘锦钿辩称，1、被告刘锦钿于1999年1月11日与建行东莞分行签署的《中国建设银行贷款抵押合同》，该合同约定贷款期限为1999年1月12日至2000年1月11日，因此，被告刘锦钿对主合同的履约已完成，至2004年9月27日南方日报公告止，其抵押担保已超过诉讼时效。,0,0,0,1,0,0,0,0,0,0,6362
参照上述纪要精神，对槽旅公司认为乐商行与五原告之间的不良债权转让行为，侵害其优先购买权、五原告受让主体不适格等，因此双方间不良债权转让合同无效的抗辩理由不应支持。,1,0,0,0,0,0,0,0,0,0,3110
二、被告浙江中杰建设有限公司对上述债务在最高额4000万元范围内承担连带清偿责任；,0,0,0,0,0,0,1,0,0,0,3905
本院认为：兴业银行股份有限公司温州分行与被告温州精艺洁具有限公司签订的《商业汇票贴现合同》，兴业银行股份有限公司温州分行与被告陈江山、陈江德签订的《最高额个人担保声明书》、兴业银行股份有限公司温州分行与被告温州精艺洁具有限公司签订的《最高额抵押合同》、兴业银行股份有限公司温州分行与被告浙江海欣五金制品有限公司签订的《最高额保证合同》，内容合法，条款齐全，系双方真实意思表示，合同合法有效。,0,0,1,0,0,0,0,0,0,1,7076
案件受理费48900元，财产保全费5000元，共计53900元，由被告负担。,0,0,0,0,0,0,0,0,0,0,6847
本院认为：本案争议焦点是贾效信、张亚琴、贾朗、张义、张淼各自所应承担的担保责任范围应如何界定。,0,0,0,0,0,0,0,0,0,0,7047
2004年，中国银行平和支行与中国东方资产管理公司福州办事处签订了债权转让协议，将对被告福建省平和化工厂享有的该笔债权（本金人民币4万元及利息）及对应的一切担保权利转让给中国东方资产管理公司福州办事处，并于2005年3月9日共同在福建日报上刊登债权转让通知暨债务催收联合公告。,1,0,0,0,0,0,0,1,0,0,4323
一、被告杨国庆于本判决生效之日起五日内偿还原告牛卫华借款本息共计30600元。,0,0,0,0,1,0,0,0,1,0,5190
该宗土地使用权于2000年10月10日设定土地他项权利登记，他项权利种类为国有土地使用权抵押权，权利人为平顶山工行，抵押期限为2000年10月10日至2002年10月10日，并由相关政府部门颁发了“土地他项权利证明书”，编号为平他项（2000）字第010号。,0,0,0,0,0,0,0,0,0,0,2870
葛绍挺在一审中答辩称：信达公司浙江省分公司提供的ZB9004201028014902号的《最高额保证合同》中葛绍挺的签名及指印均为虚假，请求将该案移送公安机关。,0,0,0,0,0,0,0,0,0,1,5335
为确保债务人即被告中本车业公司在兴业银行瑞安支行处2013年1月8日至2015年1月8日期间发生债务的清偿，兴业银行瑞安支行于2013年1月8日与第二被告德朗散热器公司签订合同编号为3520131351-6的《最高额保证合同》约定：德朗散热器公司自愿对中本车业公司在上述期间发生的债务提供担保；,0,0,0,0,0,0,0,0,0,1,1614
借款期满后，中国工商银行平和县支行分别于1998年10月27日、2000年10月25日、2002年9月18日、2003年6月11日、2004年9月23日等多次向被告平和永和酿酒有限公司催讨。,0,0,0,0,0,0,0,1,0,0,3928
原告债权转让时间为2013年9月23日，催收时间为2014年1月15日。,1,0,0,0,0,0,0,1,0,0,5230
2013年4月8日，长城资产公司（甲方）与高云霞（乙方）就此签订《债权转让协议》{（编号：中长资（长）合字[2013]0010号）}。,1,0,0,0,0,0,0,0,0,0,6637
依据相关法律规定，特诉至法院，请求依法判令被告曹县供电公司承担连带保证责任，偿还原告借款本金1000万元；,0,1,0,0,1,0,1,0,0,0,2560
本案被告借款结欠本息的债权已转让给原告，并刊登债权转让公告，已履行了法律规定的债权转让通知义务，故转让行为对被告发生效力。,1,0,0,0,0,0,0,0,0,0,5784
债务到期后，虽经工行吉林市营业部多次催要，皇烨地产公司仅偿还部分债务。,0,0,0,0,0,0,0,1,0,0,4508
本院认为，被告雨禾公司与平安银行武林支行签订的《贷款合同》，被告机械厂、池利红、陈培法、姚郭女、姚金忠、陈仲英、傅迪江与平安银行武林支行签订的《保证担保合同》，被告迪生公司、立康公司与平安银行武林支行签订的《联合体担保合同》均系各方的真实意思表示，合法有效，各方当事人均应恪守合同约定，全面履行各自义务。,0,0,1,1,0,1,0,0,0,1,7425
事实和理由：2015年12月15日，中原银行股份有限公司镇平支行（以下简称“中原银行”）与被告李其峰签订中原银（南阳）消费字2015第590108号《个人借款合同》，约定的贷款人为中原银行股份有限公司镇平支行，借款金额30万元，借款期限自2015年12月15日起到2016年12月15日止，借款期间的利息为年利率8%，逾期利息在借款期间利息的基础上上浮50%。,0,1,1,1,0,0,0,0,0,0,4023
综上，依照《中华人民共和国合同法》第一百零七条、第二百零五条、第二百零六条、第二百零七条，《中华人民共和国物权法》第二百零三条，《中华人民共和国担保法》第十八条、第二十一条、第三十一条，《最高人民法院关于审理涉及金融资产管理公司收购、管理、处置国有银行不良贷款形成的资产的案件适用法律若干问题的规定》第二条、第八条、第九条，《中华人民共和国民事诉讼法》第一百四十四条之规定，判决如下：,0,0,0,0,0,0,0,0,0,0,7127
经本院依法审核，原告所提交的被告基本情况、洞口农村信用银行杨林管理处的借款凭证，证据来源合法、内容客观真实，本院予以采信。,0,0,1,0,0,0,0,0,0,0,1977
2012年4月16日，空港公司与四方公司签订《单户资产转让协议》，四方公司将上述债权及相应的担保债权全部转让给空港公司。,1,0,0,0,0,0,0,0,0,0,5624
本案诉争债权在长达10多年的时间里，虽经多次转让，作为债权人的工行大街支行及以后受让债权的东方资产公司、吉林国资公司和长城资产公司，均未向我公司主张抵押担保责任。,1,0,0,1,0,0,0,0,0,0,6615
2014年7月1日，亚信源公司（甲方）与原告汇川电子公司（乙方）签订了《债权转让协议》一份，约定甲方将对被告科星印刷公司等7户债权资产转让给乙方，其中合同载明的对被告科星印刷公司的债权本金为12.3万元、利息10.57万元。,1,0,0,0,0,0,0,0,0,0,5691
荣兴营业部清算组与原告福稻公司签订的潮金信清算处置（2012）第0004号《债权转让合同》，是双方真实的意思表示，未违反法律、金融法规的规定，系合法有效的合同，应受法律保护，原告福稻公司因此依法取得本案的贷款本金人民币895000元及其利息的债权，被告顺源公司应依约向原告福稻公司承担相应的还款付息义务。,1,0,0,0,1,0,0,0,1,0,4576
事实和理由：2013年4月25日，招商银行股份有限公司佛山分行（下称招行佛山分行）与两被告签订编号为招银佛个字第201306102号的《个人购房借款及担保合同》，约定被告侯明刚因购房向原告申请个人购房贷款用于支付购房款，贷款金额为人民币53万元，贷款期限为60个月，从2013年4月25日起到2018年4月25日止，具体贷款期限以借款借据为准；,0,1,1,1,0,0,0,0,0,0,183
一、被告宁波柏朗电器有限公司归还原告中国信达资产管理股份有限公司浙江省分公司借款本金4928791.31元并支付利息121993.74元（暂算至2013年7月12日，以后的利息按照合同约定计算至实际履行之日止）；,0,0,0,0,1,0,0,0,1,0,5236
借款到期后，付赵信用社多次向被告催要，但被告以各种理由进行拖延和推搪。,0,0,0,1,0,0,0,1,0,0,4644
上述债权的转让，均已依法进行了公告通知，债权人已履行了法律规定的债权转让通知义务，该两次债权转让关系明确，程序合法有效，原告天晟公司依法享有对该债权的一切权利。,1,0,0,0,0,0,0,0,0,0,423
高鸿宇原审在本案中仅就8笔贷款提出诉讼，要求抵押的面积在8笔贷款本金1415万元的范围内享有优先受偿权，而原审判决对抵押的面积在40笔贷款本金5505.4万元中的3532万元中享有优先受偿权，违反不告不理原则。,0,0,0,0,0,0,0,0,0,0,4150
2013年8月30日，债权人华融北分公司与债务人联邦伟业公司签订编号为2013华融京资产字第55号《债务重组协议》，约定：华鑫信托公司已将其对联邦伟业公司拥有的本金为2亿元债权及其项下的相关权益（包括但不限于原债权本金对应的利息、担保权利等）全部转让给华融北分公司，华融北分公司成为联邦伟业公司的债权人，依法享有对联邦伟业公司的债权；,1,1,0,1,1,1,0,0,0,0,6122
原告华晨公司起诉称，2002年3月29日，被告傲域公司与中国建设银行东莞分行（以下简称建行东莞分行）签订（2002）5900-101-010号《借款合同》，约定借款207万元，借款期限自2002年3月29日至2003年3月28日。,0,1,1,1,1,1,0,0,0,0,6341
一、被告郭燕燕于本判决书生效后十五日内支付原告郏县再就业小额贷款担保中心借款本金50000元及利息（利息自2014年5月6日起按照合同约定利率计算至款还完之日止）。,0,0,0,0,1,0,0,0,1,0,3222
2014年10月，湖北股权托管中心将上述债权本息及相关从权利转让给了武汉祥泽公司。,1,0,0,0,0,0,0,0,0,0,3338
该合同第八条约定：本合同项下的全部债务（包括但不限于本金及利息、罚息、诉讼费等）由宏达公司、徐建中、范梅君与贷款人另行签订编号为BZ063212000396、BZ063212000397的《保证担保合同》及/或《抵（质）押担保合同》及/或《最高额保证合同》及/或《最高额抵（质）押合同》作为本合同的附件，为全部债务提供全额的担保。,0,0,0,0,0,0,0,0,0,1,5531
4、改判被上诉人王华、仇彬、赵翔、周翔华、袁献才、曹湘萍、杨玮作为保证人经纬公司的债务承担人，为履行经纬公司的保证债务而对天地公司的借款债务向上诉人承担连带偿还责任；,0,0,0,0,0,0,1,0,0,0,6006
综上所诉，原被告之间的借贷关系明确，被告不予偿还贷款的行为严重侵害了原告的合法权益，根据《中华人民共和国担保法》、《民法通则》的相关规定，向贵院提起民事诉讼，请求依法被告偿还贷款本金20000元及利息，二被告承担连带责任，诉讼费用被告承担。,0,0,0,0,1,0,1,0,1,0,4115
2007年12月21日，中债公司对上述受让债权中涉及1996年4月2日签订的编号为96商信字第3130号《人民币借款合同》项下借款本金1800万元，将老北京公司诉至本院，老北京公司经合法传唤无正当理由未到庭应诉。,0,1,1,0,0,0,0,0,0,0,6556
清算组与粤财公司于2011年5月5日签订《资产转让合同》和2011年5月12日签订了《单项债权转让协议》，将本案债权转让给粤财公司，双方于2011年9月16日在《羊城晚报》专版刊登了债权转让暨催收公告。,1,0,0,0,0,0,0,1,0,0,4473
事后，原告民辉公司多次向被告岱嵩村委会追讨。,0,0,0,0,0,0,0,1,0,0,5847
被告旭利公司抗辩认为债务人自己已提供物的担保，应当先就该物的担保实现债权，但在《最高额保证合同》第五条已明确约定债权人有权决定担保权利的行使顺序，故该抗辩主张，本院不予认可。,0,0,0,0,0,0,0,0,0,1,224
2006年8月24日，东方资产公司和白沙公司共同在《大众日报》上刊登公告，将案涉债权在内的一系列债权转让事实通知包括上诉人在内的各债务人及担保人，同时进行了公告催收，该通知和催收行为，符合《最高人民法院关于审理金融资产公司收购、管理、处理国有银行不良贷款形成的资产的案件适用法律若干问题的规定》第六条、第十条、《关于贯彻执行最高人民法院“十二条”司法解释有关问题的函的答复》、《最高人民法院关于金融资产管理公司收购、处置银行不良资产有关问题的补充通知》第一条的规定，应确认有效，故可以认定东方资产公司已将案涉债权转让给白沙公司并履行了通知债务人的义务，上诉人关于东方资产公司将案涉债权转让给白沙公司缺乏证据证明且未通知上诉人的上诉主张不能成立，本院不予支持。,0,0,0,0,0,0,0,0,0,0,5498
本确认书附件包括档案资料交接清单。,0,0,0,0,0,0,0,0,0,0,6554
